SYSTEM ID,NAME,SYSTEM TYPE,SYSTEM SUB-TYPE,FLOOD OF RECORD FLOW (CFS),FLOOD OF RECORD DATE,CLOSURE STRUCTURE MILES,CLOSURE STRUCTURE COUNT,LEVEE MILES,LEVEED AREA SQUARE MILES,FLOODWALL MILES,LOCATION,IS USACE,OVERTOPPING ACE,SWIF STATUS,WATERWAY,YEAR CONSTRUCTED,RIP STATUS,FEMA ACCREDITATION RATING,SPONSORS,STATES,COUNTIES,SEGMENT COUNT,SYSTEM CONTAINS NON PROJECT SEGMENT,DIVISION NAMES,DISTRICT NAMES,FEMA REGION NAMES,CONGRESSIONAL DISTRICTS,HUC4 NAMES,HAS EVACUATION PLAN,HAS WARNING SYSTEM
1205000185,Sea Breeze Road,Levee System,,,,,,1.3284932203536899,0.16286503781589498,,"Cedarville, Cumberland County, New Jersey",No,,,Middle Marsh Creek,,Not Enrolled,Non-Accredited Levee System,Private 13470,New Jersey,Cumberland,1,No,North Atlantic Division,Philadelphia,2,02,Delaware-Mid Atlantic Coastal,,
430005400029,Shaw Meadow,Levee System,,,,,,0.11347750472752141,0.0235288420187229,,"Villas, Cape May County, New Jersey",No,,,Fishing Creek,,Not Enrolled,Non-Accredited Levee System,Private 13608,New Jersey,Cape May,1,No,North Atlantic Division,Philadelphia,2,02,Delaware-Mid Atlantic Coastal,,
1205000191,Sheppard Davis,Levee System,,,,,,1.60668947016569,0.244951739558257,,"Cedarville, Cumberland County, New Jersey",No,,,"Bear Swamp Creek, Ogden Creek",,Not Enrolled,Non-Accredited Levee System,E Puglisi & Sons LLC,New Jersey,Cumberland,1,No,North Atlantic Division,Philadelphia,2,02,Delaware-Mid Atlantic Coastal,,
1205000150,Silver Lake,Levee System,,,,,,2.1924713963104,0.750079447680701,,"Hancocks Bridge, Salem County, New Jersey",No,,,Silver Lake Fork,,Not Enrolled,Non-Accredited Levee System,Private 13586,New Jersey,Salem,1,No,North Atlantic Division,Philadelphia,2,02,Delaware-Mid Atlantic Coastal,,
1205000055,South River,Levee System,,,,,,0.22073552739885963,0.005094196496421339,,"Old Bridge, Middlesex County, New Jersey",No,,,South River,,Not Enrolled,Non-Accredited Levee System,New Jersey Department of Environmental Protection,New Jersey,Middlesex,1,No,North Atlantic Division,New York,2,12,Lower Hudson-Long Island,,
1205000009,Springfield Twp_Rahway River,Levee System,,,,,,1.36896782867839,0.1419216424749,,"Short Hills, Union County, New Jersey",No,.02,,Rahway River,,Not Enrolled,Non-Accredited Levee System,Undefined,New Jersey,Union,2,No,North Atlantic Division,New York,2,07,Lower Hudson-Long Island,,
1205000124,Stipson Island/Campbell,Levee System,,,,,,1.15365169627123,0.11273499998573301,,"Belleplain, Cape May County, New Jersey",No,,,West Creek,,Not Enrolled,Non-Accredited Levee System,Private 13474,New Jersey,Cape May,1,No,North Atlantic Division,Philadelphia,2,02,Delaware-Mid Atlantic Coastal,,
430005400031,Sunray Beach,Levee System,,,,,,0.23943727408146911,0.0599485013837574,,"Villas, Cape May County, New Jersey",No,,,Fishing Creek,,Not Enrolled,Non-Accredited Levee System,Nature Conservancy,New Jersey,Cape May,1,No,North Atlantic Division,Philadelphia,2,02,Delaware-Mid Atlantic Coastal,,No
430005400021,Sunset Road,Levee System,,,,,,0.40905030002582266,0.0099384611810157,,"Pennsville, Salem County, New Jersey",No,,,Mannington Creek/Salem River,,Not Enrolled,Non-Accredited Levee System,Salem County Roads,New Jersey,Salem,1,No,North Atlantic Division,Philadelphia,2,02,Delaware-Mid Atlantic Coastal,,
1205000152,Supawna Meadow,Levee System,,,,,,1.1060211205078099,0.415832066800774,,"Pennsville, Salem County, New Jersey",No,,,Delaware River,,Not Enrolled,Non-Accredited Levee System,U.S. Fish and Wildlife Service (USFWS),New Jersey,Salem,1,No,North Atlantic Division,Philadelphia,2,02,Delaware-Mid Atlantic Coastal,,
1205000154,Supawna Meadows Private,Levee System,,,,,,1.0419632230758,0.128794976950285,,"Salem, Salem County, New Jersey",No,,,Delaware River,,Not Enrolled,Non-Accredited Levee System,Constance V Ramsey,New Jersey,Salem,1,No,North Atlantic Division,Philadelphia,2,02,Delaware-Mid Atlantic Coastal,,
1205000210,Thompson,Levee System,,,,,,0.7982905415646784,0.0590986018614705,,"Port Norris, Cumberland County, New Jersey",No,,,Delaware Bay,,Not Enrolled,Non-Accredited Levee System,Private 13473,New Jersey,Cumberland,1,No,North Atlantic Division,Philadelphia,2,02,Delaware-Mid Atlantic Coastal,,
1205000147,Town Bank,Levee System,,,,,,0.236977916478975,0.00596158923205545,,"Salem, Salem County, New Jersey",No,,,Salem River,,Not Enrolled,Non-Accredited Levee System,South Jersey Port Corporation,New Jersey,Salem,1,No,North Atlantic Division,Philadelphia,2,02,Delaware-Mid Atlantic Coastal,,
1205000155,Tv Towers,Levee System,,,,,,0.27968373075481834,0.00984457838458181,,"Salem, Salem County, New Jersey",No,,,Salem River,,Not Enrolled,Non-Accredited Levee System,Salem County Roads,New Jersey,Salem,1,No,North Atlantic Division,Philadelphia,2,02,Delaware-Mid Atlantic Coastal,,
1205000156,Tv Towers South,Levee System,,,,,,0.0720350300745218,0.00124695464221555,,"Salem, Salem County, New Jersey",No,,,Salem River,,Not Enrolled,Non-Accredited Levee System,Private 13594,New Jersey,Salem,1,No,North Atlantic Division,Philadelphia,2,02,Delaware-Mid Atlantic Coastal,,No
1205000181,Upper Clems Dike,Levee System,,,,,,0.2141503099558846,0.06823550436878091,,"Shiloh, Cumberland County, New Jersey",No,,,Mill Creek,,Not Enrolled,Non-Accredited Levee System,UNKNOWN,New Jersey,Cumberland,1,No,North Atlantic Division,Philadelphia,2,02,Delaware-Mid Atlantic Coastal,,
1205000135,Washington Point Neck,Levee System,,,,,,1.7325092176081498,0.166995336230303,,"National Park, Gloucester County, New Jersey",No,,,Delaware River,,Not Enrolled,Accredited Levee System,UNKNOWN,New Jersey,Gloucester,1,No,North Atlantic Division,Philadelphia,2,01,Delaware-Mid Atlantic Coastal,,
1205000134,West Deptford,Levee System,,,,,,0.9625257966378995,0.056814085422919304,,"Westville, Gloucester County, New Jersey",No,,,Delaware River,,Not Enrolled,Accredited Levee System,New Jersey Department of Environmental Protection,New Jersey,Gloucester,1,No,North Atlantic Division,Philadelphia,2,01,Delaware-Mid Atlantic Coastal,,
1205000141,Whooping John,Levee System,,,,,,0.6370665398577852,0.00822250042561301,,"Wilmington, New Castle County, Delaware",No,,,Delaware River,,Not Enrolled,Non-Accredited Levee System,DU PONT DE NEMOURS EI & CO INC,New Jersey,Salem,1,No,North Atlantic Division,Philadelphia,2,02,Delaware-Mid Atlantic Coastal,,
